3;10;0.3694075388574537
3;20;0.3694075388574537
3;30;0.4272165461093952
3;40;0.4272165461093952
3;50;0.4272165461093952
3;60;0.35228162533996743
3;70;0.33597357957239027
3;80;0.33919512510251526
3;90;0.33919512510251526
3;100;0.3508102664243378
3;110;0.3508102664243378
3;120;0.3925614093657599
3;130;0.3925614093657599
3;140;0.4477698217869531
5;10;0.399221812860479
5;20;0.399221812860479
5;30;0.3140631843366989
5;40;0.11856066422414813
5;50;0.11856066422414813
5;60;0.11856066422414813
5;70;0.11856066422414813
5;80;0.06977930335814181
5;90;0.17403593402887563
5;100;0.21885376318662716
5;110;0.2530722850481735
5;120;0.27297341421349575
5;130;0.2952572214379062
5;140;0.2779364253623867
7;10;0.399221812860479
7;20;0.16253768561412946
7;30;0.3523380948332651
7;40;0.32570252338655187
7;50;0.3134018309871427
7;60;0.31552503835788587
7;70;0.3246377139527522
7;80;0.3164155394238137
7;90;0.29919327637845167
7;100;0.31781387947308637
7;110;0.3350282270050351
7;120;0.3233700178466876
7;130;0.3123637482439766
7;140;0.34531495224362097
